0 0.00128747 0.00128747 2 1 0
7.28092e-06 0.00129344 0.00129344 1 1 0
1.4564e-05 0.00129942 0.00129942 1 1 0
2.91368e-05 0.0013114 0.0013114 1 1 0
5.83087e-05 0.00133543 0.00133543 1 1 0
0.000116758 0.00138377 0.00138377 1 1 0
0.000234078 0.00148163 0.00148163 1 1 0
0.000418523 0.00163773 0.00163773 1 1 0
0.000604357 0.00179782 0.00179782 1 1 0
0.000791587 0.00196203 0.00196203 1 1 0
0.000980223 0.00213048 0.00213048 1 1 0
0.00117027 0.0023033 0.0023033 1 1 0
0.00136174 0.00248062 0.00248062 1 1 0
0.00155464 0.00266257 0.00266257 1 1 0
0.00174898 0.00284931 0.00284931 1 1 0
0.00194476 0.00304098 0.00304098 1 1 0
0.00214199 0.00323773 0.00323773 1 1 0
0.00234067 0.00343972 0.00343972 1 1 0
0.00254082 0.00364713 0.00364713 1 1 0
0.00274243 0.00386011 0.00386011 1 1 0
0.00294551 0.00407886 0.00407886 1 1 0
0.00315006 0.00430355 0.00430355 1 1 0
0.00335609 0.00453438 0.00453438 1 1 0
0.0035636 0.00477156 0.00477156 1 1 0
0.00377259 0.00501528 0.00501528 1 1 0
0.00398306 0.00526576 0.00526576 1 1 0
0.00419501 0.00552324 0.00552324 1 1 0
0.00440843 0.00578794 0.00578794 1 1 0
0.00462334 0.00606011 0.00606011 1 1 0
0.00483972 0.00634001 0.00634001 1 1 0
0.00505757 0.00662789 0.00662789 1 1 0
0.00527688 0.00692405 0.00692405 1 1 0
0.00549764 0.00722875 0.00722875 1 1 0
0.00571985 0.00754231 0.00754231 1 1 0
0.0059435 0.00786503 0.00786503 1 1 0
0.00616857 0.00819725 0.00819725 1 1 0
0.00639505 0.00853929 0.00853929 1 1 0
0.00662292 0.00889152 0.00889152 1 1 0
0.00685216 0.00925431 0.00925431 1 1 0
0.00708276 0.00962804 0.00962804 1 1 0
0.00731469 0.0100131 0.0100131 1 1 0
0.00754792 0.01041 0.01041 1 1 0
0.00778242 0.010819 0.010819 1 1 0
0.00801817 0.0112407 0.0112407 1 1 0
0.00825513 0.0116756 0.0116756 1 1 0
0.00849325 0.0121241 0.0121241 1 1 0
0.0087325 0.0125868 0.0125868 1 1 0
0.00897282 0.0130642 0.0130642 1 1 0
0.00921418 0.013557 0.013557 1 1 0
0.0094565 0.0140656 0.0140656 1 1 0
0.00969974 0.0145908 0.0145908 1 1 0
0.00994382 0.0151332 0.0151332 1 1 0
0.0101887 0.0156935 0.0156935 1 1 0
0.0104342 0.0162724 0.0162724 1 1 0
0.0106804 0.0168707 0.0168707 1 1 0
0.010927 0.0174891 0.0174891 1 1 0
0.0111741 0.0181286 0.0181286 1 1 0
0.0114215 0.01879 0.01879 1 1 0
0.0116691 0.0194742 0.0194742 1 1 0
0.0119167 0.0201822 0.0201822 1 1 0
0.0121643 0.020915 0.020915 1 1 0
0.0124116 0.0216736 0.0216736 1 1 0
0.0126586 0.0224592 0.0224592 1 1 0
0.012905 0.0232729 0.0232729 1 1 0
0.0131507 0.024116 0.024116 1 1 0
0.0133954 0.0249897 0.0249897 1 1 0
0.0136389 0.0258954 0.0258954 1 1 0
0.0138811 0.0268345 0.0268345 1 1 0
0.0141217 0.0278084 0.0278084 1 1 0
0.0143603 0.0288187 0.0288187 1 1 0
0.0145968 0.029867 0.029867 1 1 0
0.0148307 0.0309549 0.0309549 1 1 0
0.0150619 0.0320844 0.0320844 1 1 0
0.0152898 0.033257 0.033257 1 1 0
0.0155142 0.0344749 0.0344749 1 1 0
0.0157346 0.0357399 0.0357399 1 1 0
0.0159506 0.037054 0.037054 1 1 0
0.0161618 0.0384196 0.0384196 1 1 0
0.0163677 0.0398386 0.0398386 1 1 0
0.0165677 0.0413134 0.0413134 1 1 0
0.0167612 0.0428463 0.0428463 1 1 0
0.0169478 0.0444396 0.0444396 1 1 0
